1,2,3,4,5,6,7,8,9,10,11,12,lake_id
2.49118770752102,4.97062223404646,3.17613010015339,1.02860226179473,0.584742605919018,0.480650559300557,1.09337841602974,1.2314025554806,0.86646384280175,1.26712427521124,1.21800123061985,1.93511860771105,7720003433
