1,2,3,4,5,6,7,8,9,10,11,12,lake_id
3.76436255475906,3.35828353471675,3.75021679609717,5.02112397119342,5.95107775786539,6.92825360082305,6.23555107526882,7.99145509757069,7.91155864197531,8.27499751095181,6.26240740740741,4.57567702110713,7720003433
