lake_id,276220800,276307200,276393600,276480000,276566400,276652800,276739200,276825600,276912000,276998400,277084800,277171200,277257600,277344000
77233000000,-173.2991036,-183.2100001,-195.1030758,-206.4298146,-104.205997,-111.8515457,-98.82579603,-180.9446523,-203.5981299,-173.8654406,-139.6020557,-145.2654251,-170.7505874,-111.2852087
77233000001,-173.2991036,-183.2100001,-195.1030758,-206.4298146,-104.205997,-111.8515457,-98.82579603,-180.9446523,-203.5981299,-173.8654406,-139.6020557,-145.2654251,-170.7505874,-111.2852087
