reach_id,276220800,276307200,276393600,276480000,276566400,276652800,276739200,276825600,276912000,276998400,277084800,277171200,277257600,277344000
77233000173,2.16E-06,1.85E-06,1.70E-06,1.40E-06,3.06E-06,3.08E-06,3.40E-06,1.28E-06,6.93E-07,9.61E-07,1.61E-06,1.53E-06,1.49E-06,3.92E-06
77233000153,3.15E-07,3.09E-07,3.21E-07,3.15E-07,2.47E-07,2.62E-07,2.57E-07,2.57E-07,2.37E-07,2.15E-07,2.13E-07,2.17E-07,2.57E-07,3.09E-07
77233000199,2.16E-06,1.85E-06,1.70E-06,1.40E-06,3.06E-06,3.08E-06,3.40E-06,1.28E-06,6.93E-07,9.61E-07,1.61E-06,1.53E-06,1.49E-06,3.92E-06
77233000200,3.15E-07,3.09E-07,3.21E-07,3.15E-07,2.47E-07,2.62E-07,2.57E-07,2.57E-07,2.37E-07,2.15E-07,2.13E-07,2.17E-07,2.57E-07,3.09E-07
