reach_id,276220800,276307200,276393600,276480000,276566400,276652800,276739200,276825600,276912000,276998400,277084800,277171200,277257600,277344000
77233000173,393.23,381.42,375.35,360.69,420.05,420.7,428.38,354.45,311.17,333.87,371.37,367.59,365.52,439.73
77233000153,437.32,435.75,438.88,437.32,415.94,421.07,419.38,419.38,412.45,404.2,403.47,404.75,419.38,435.75
77233000199,393.23,381.42,375.35,360.69,420.05,420.7,428.38,354.45,311.17,333.87,371.37,367.59,365.52,439.73
77233000200,437.32,435.75,438.88,437.32,415.94,421.07,419.38,419.38,412.45,404.2,403.47,404.75,419.38,435.75
